File,Total Time,Coding %,Debugging %,Testing %,FC% Flow Complexity,OV% Object Vocabulary,OC% Object Conjuration,AI% Arithmetic Intricacy,DT% Data Transfer,ID% Inline Data,CS% Code Structure,CM% Comments,CCR Code to Comment Ratio,ECF Essential Comment Factor,CSM Code Structure Modularity,LD Logic Density,SDE Source Divergence Entropy,IDF Information Diversity Factor,OCF Object Convolution Factor,LLOC Logical Lines of Code,Multi Line Comments,Single Line Comments,High Quality Comments,Strings,Numeric Constants,Code Nature,Quality Notes Count,Quality Notes Detail,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\BivariateFunction.java,2,60,24,16,0,78,6,0,1,0,7,7,75,150,158,0,12,45,12,3,3,0,3,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\DifferentiableMultivariateFunction.java,2,61,23,15,0,78,5,0,1,0,6,10,80,200,133,0,10,35,10,4,4,0,4,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\DifferentiableMultivariateVectorFunction.java,1,61,24,15,0,79,5,0,1,0,7,8,75,150,165,0,6,36,10,3,3,0,3,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\DifferentiableUnivariateFunction.java,1,61,24,15,0,76,7,0,1,0,8,8,75,150,158,0,6,50,12,3,3,0,3,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\DifferentiableUnivariateMatrixFunction.java,1,61,24,15,0,76,7,0,1,0,8,8,75,150,158,0,6,50,12,3,3,0,3,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\DifferentiableUnivariateVectorFunction.java,1,61,24,15,0,76,7,0,1,0,8,8,75,150,158,0,6,50,12,3,3,0,3,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\DerivativeStructure.java,139,45,33,21,25,17,33,2,13,1,8,2,33,85,156,49,49,1243,47,398,98,36,134,0,150,Data I/O Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\DSCompiler.java,361,41,37,22,34,8,20,11,20,1,4,1,30,73,135,136,66,1662,41,728,58,177,225,0,478,Algorithmic Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\FiniteDifferencesDifferentiator.java,59,44,35,22,33,18,19,7,15,0,5,2,31,66,162,100,57,667,37,126,22,18,40,0,31,Algorithmic Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\GradientFunction.java,9,47,33,21,21,36,17,2,17,0,6,2,36,88,124,77,44,282,29,21,5,3,8,0,5,Data I/O Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\JacobianFunction.java,11,45,34,21,25,31,15,3,19,0,5,2,32,72,130,84,50,308,29,24,5,3,8,0,6,Data I/O Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\MultivariateDifferentiableFunction.java,2,59,25,16,0,76,6,0,5,0,7,7,75,150,160,0,10,46,15,3,3,0,3,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\MultivariateDifferentiableVectorFunction.java,2,57,27,17,0,73,6,0,8,0,6,7,75,150,160,0,15,46,15,3,3,0,3,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\package-info.java,1,67,20,13,0,70,2,0,0,0,7,21,100,200,125,0,0,14,5,1,2,0,2,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\SparseGradient.java,160,44,34,21,37,15,25,6,8,0,8,1,34,66,213,72,53,1082,48,344,83,35,118,0,74,Algorithmic Oriented,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\UnivariateDifferentiableFunction.java,2,61,24,15,0,78,6,0,1,0,7,8,75,150,160,0,5,46,15,3,3,0,3,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\UnivariateDifferentiableMatrixFunction.java,2,57,27,17,0,73,6,0,8,0,6,7,75,150,160,0,15,46,15,3,3,0,3,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\UnivariateDifferentiableVectorFunction.java,2,58,25,16,0,76,6,0,5,0,7,7,75,150,160,0,10,46,15,3,3,0,3,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\UnivariateFunctionDifferentiator.java,1,61,24,15,0,79,5,0,1,0,8,8,75,150,175,0,6,36,10,3,3,0,3,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\UnivariateMatrixFunctionDifferentiator.java,1,61,24,15,0,79,5,0,1,0,8,8,75,150,175,0,6,36,10,3,3,0,3,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\differentiation\UnivariateVectorFunctionDifferentiator.java,1,61,24,15,0,79,5,0,1,0,8,8,75,150,175,0,6,36,10,3,3,0,3,0,0,Normal,0,
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Abs.java,2,57,26,17,4,74,8,0,2,0,8,5,60,100,233,0,14,61,16,4,3,0,3,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Acos.java,4,55,28,17,6,70,9,0,3,0,8,3,55,100,247,0,28,80,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Acosh.java,4,55,28,17,6,70,9,0,3,0,8,3,55,100,247,0,28,80,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Add.java,2,57,27,16,4,69,10,4,1,0,8,5,60,100,222,20,18,83,20,4,3,0,3,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Asin.java,4,55,28,17,6,70,9,0,3,0,8,3,55,100,247,0,28,80,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Asinh.java,4,55,28,17,6,70,9,0,3,0,8,3,55,100,247,0,28,80,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Atan.java,4,55,28,17,6,70,9,0,3,0,8,3,55,100,247,0,28,80,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Atan2.java,2,57,26,17,3,74,9,0,1,0,8,4,60,100,227,0,20,71,20,4,3,0,3,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Atanh.java,4,55,28,17,6,70,9,0,3,0,8,3,55,100,247,0,28,80,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Cbrt.java,4,55,28,17,6,70,9,0,3,0,8,3,55,100,247,0,28,80,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Ceil.java,2,57,26,17,4,74,8,0,2,0,8,5,60,100,233,0,14,61,16,4,3,0,3,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Constant.java,4,54,28,18,6,61,16,0,4,0,9,3,58,116,220,8,29,163,25,11,7,0,7,0,1,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Cos.java,4,55,28,17,6,70,9,0,3,0,8,3,55,100,247,0,28,80,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Cosh.java,4,55,28,17,7,68,10,0,3,0,8,3,55,100,241,0,27,89,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Divide.java,2,57,26,16,4,69,10,4,1,0,8,5,60,100,222,20,18,83,20,4,3,0,3,0,0,Normal,1,* Code structure may be too fragmented. 
E:\Masters\LatestExperiments\StudiedPatches\Math\New\Negative\math_fb\src\main\java\org\apache\commons\math3\analysis\function\Exp.java,4,55,28,17,6,70,9,0,3,0,8,3,55,100,247,0,28,80,18,8,5,0,5,0,0,Normal,1,* Code structure may be too fragmented. 
